Latitude,Longitude,Sample Date,red,blue,lwir11,NDVI_red,EVI,SAVI,BSI_full,AWEI_nsh,AWEI_sh,NRI,Red_Blue_ratio,Green_Red_ratio,Turbidity_Red
-26.984722,26.632278,25-01-2011,,,,,,,,-51227.625,,,,,
-27.398611,26.614722,25-01-2011,,,,,,,,-42792.5,,,,,
-33.818056,19.694722,25-01-2011,,,,,,,,,,,,,
-25.459639,28.264306,25-01-2011,,,,,,,,-58931.125,,,,,
-33.897778,20.012778,25-01-2011,,,,,,,,-38836.75,,,,,
-25.810483,27.909552,26-01-2011,,,,,,,,-47044.375,,,,,
-34.065833,20.404167,26-01-2011,,,,,,,,-34156.75,,,,,
-24.058889,31.237222,26-01-2011,,,,,,,,-48019.125,,,,,
-26.648056,27.089444,26-01-2011,,,,,,,,-44238.25,,,,,
-26.880278,26.965,26-01-2011,,,,,,,,-52410.875,,,,,
-27.273889,28.49,26-01-2011,,,,,,,,-26399.0,,,,,
-27.044444,27.005,26-01-2011,,,,,,,,-48486.875,,,,,
-34.092222,21.295278,26-01-2011,,,,,,,,-52522.0,,,,,
-27.02314,28.59389,27-01-2011,,,,,,,,-29605.875,,,,,
-26.73806,27.59194,27-01-2011,,,,,,,,-18741.375,,,,,
-28.760833,17.730278,30-01-2011,,,,,,,,-8867.25,,,,,
-26.861111,28.884722,31-01-2011,,,,,,,,-50279.125,,,,,
-26.73806,27.59194,31-01-2011,,,,,,,,-18741.375,,,,,
-25.127778,27.628889,01-02-2011,,,,,,,,-22212.0,,,,,
-24.69514,27.40906,01-02-2011,,,,,,,,-35492.625,,,,,
-27.363611,31.783333,01-02-2011,,,,,,,,-46322.875,,,,,
-27.802778,28.768333,01-02-2011,,,,,,,,-24454.625,,,,,
-29.160278,26.573333,01-02-2011,,,,,,,,,,,,,
-34.329722,18.990278,01-02-2011,,,,,,,,-49969.375,,,,,
-25.20639,27.558,02-02-2011,,,,,,,,-26404.375,,,,,
-23.281,30.543056,03-02-2011,,,,,,,,-72820.125,,,,,
-28.801278,31.955389,03-02-2011,,,,,,,,-40678.375,,,,,
-27.00222,28.76528,03-02-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,03-02-2011,,,,,,,,-29605.875,,,,,
-27.3,28.586944,03-02-2011,,,,,,,,-55934.625,,,,,
-30.679722,26.7125,03-02-2011,,,,,,,,-13276.25,,,,,
-28.460833,21.248889,03-02-2011,,,,,,,,-34087.625,,,,,
-28.460833,21.248889,04-02-2011,,,,,,,,-34087.625,,,,,
-29.140556,31.391944,07-02-2011,,,,,,,,-14841.75,,,,,
-25.99136,27.84208,07-02-2011,,,,,,,,-58793.125,,,,,
-24.058889,31.237222,07-02-2011,,,,,,,,-48019.125,,,,,
-26.73806,27.59194,07-02-2011,,,,,,,,-18741.375,,,,,
-30.860139,29.07125,07-02-2011,,,,,,,,-34042.875,,,,,
-27.356667,27.286389,07-02-2011,,,,,,,,-43377.375,,,,,
-28.058889,30.373611,07-02-2011,,,,,,,,-41774.0,,,,,
-27.010111,26.698083,08-02-2011,,,,,,,,-23154.0,,,,,
-27.169444,29.233889,08-02-2011,,,,,,,,-18069.0,,,,,
-26.984722,26.632278,08-02-2011,,,,,,,,-51227.625,,,,,
-27.398611,26.614722,08-02-2011,,,,,,,,-42792.5,,,,,
-27.573056,24.746389,08-02-2011,,,,,,,,-39286.375,,,,,
-33.501667,21.624167,08-02-2011,,,,,,,,,,,,,
-32.502778,19.535833,08-02-2011,,,,,,,,-76023.25,,,,,
-25.459639,28.264306,08-02-2011,,,,,,,,-58931.125,,,,,
-26.970278,27.211111,09-02-2011,,,,,,,,-11451.75,,,,,
-27.273889,28.49,09-02-2011,,,,,,,,-26399.0,,,,,
-28.69485,28.23487,09-02-2011,,,,,,,,-40960.5,,,,,
-28.883333,27.89,09-02-2011,,,,,,,,-44166.125,,,,,
-27.02314,28.59389,10-02-2011,,,,,,,,-29605.875,,,,,
-30.679722,26.7125,10-02-2011,,,,,,,,-13599.5,,,,,
-30.534167,24.961944,10-02-2011,,,,,,,,-45501.875,,,,,
-34.031944,22.053333,10-02-2011,,,,,,,,-25579.0,,,,,
-34.039722,22.133333,10-02-2011,,,,,,,,-50819.75,,,,,
-32.595833,19.009444,10-02-2011,,,,,,,,-54982.0,,,,,
-28.801278,31.955389,11-02-2011,,,,,,,,-40678.375,,,,,
-29.658056,25.973333,11-02-2011,,,,,,,,-39623.5,,,,,
-28.068333,31.55,11-02-2011,,,,,,,,-56655.625,,,,,
-28.760833,17.730278,13-02-2011,,,,,,,,-8867.25,,,,,
-29.7775,29.470833,14-02-2011,,,,,,,,-42546.0,,,,,
-29.987778,29.851667,14-02-2011,,,,,,,,-55430.25,,,,,
-29.744167,29.905833,14-02-2011,,,,,,,,-41706.5,,,,,
-26.861111,28.884722,14-02-2011,,,,,,,,-50279.125,,,,,
-26.45,28.085833,14-02-2011,,,,,,,,-71871.25,,,,,
-31.396,29.2651,14-02-2011,,,,,,,,-14277.25,,,,,
-25.20639,27.558,15-02-2011,,,,,,,,-26404.375,,,,,
-24.69514,27.40906,15-02-2011,,,,,,,,-35492.625,,,,,
-26.006389,29.253889,15-02-2011,,,,,,,,,,,,,
-27.802778,28.768333,15-02-2011,,,,,,,,-24454.625,,,,,
-27.398611,26.614722,15-02-2011,,,,,,,,-42792.5,,,,,
-27.671111,27.236944,15-02-2011,,,,,,,,-45396.0,,,,,
-29.160278,26.573333,15-02-2011,,,,,,,,,,,,,
-30.568333,29.422778,15-02-2011,,,,,,,,-46380.875,,,,,
-30.570833,29.150556,15-02-2011,,,,,,,,,,,,,
-33.38056,19.30167,15-02-2011,,,,,,,,-65234.25,,,,,
-33.313889,19.074722,15-02-2011,,,,,,,,-46193.375,,,,,
-27.495556,26.074722,15-02-2011,,,,,,,,-71799.75,,,,,
-25.436111,31.982222,16-02-2011,,,,,,,,,,,,,
-24.396194,27.089833,16-02-2011,,,,,,,,,,,,,
-25.67386,31.57527,16-02-2011,,,,,,,,-43478.375,,,,,
-30.733889,29.828333,16-02-2011,,,,,,,,-52879.25,,,,,
-30.398056,30.601944,16-02-2011,,,,,,,,-44028.625,,,,,
-27.273889,28.49,16-02-2011,,,,,,,,-26399.0,,,,,
-27.3,28.586944,16-02-2011,,,,,,,,-55934.625,,,,,
-27.044444,27.005,16-02-2011,,,,,,,,-48486.875,,,,,
-30.860139,29.07125,16-02-2011,,,,,,,,-34042.875,,,,,
-30.775867,29.032217,16-02-2011,,,,,,,,,,,,,
-33.13083,18.86278,16-02-2011,,,,,,,,-51276.0,,,,,
-24.925278,29.324444,17-02-2011,,,,,,,,-53478.0,,,,,
-27.00222,28.76528,17-02-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,17-02-2011,,,,,,,,-29605.875,,,,,
-22.437722,31.078056,18-02-2011,,,,,,,,-43501.75,,,,,
-29.803611,30.516111,18-02-2011,,,,,,,,-53640.25,,,,,
-25.99136,27.84208,21-02-2011,,,,,,,,-58793.125,,,,,
-26.861111,28.884722,21-02-2011,,,,,,,,-50279.125,,,,,
-26.73806,27.59194,21-02-2011,,,,,,,,-18741.375,,,,,
-26.45,28.085833,21-02-2011,,,,,,,,-71871.25,,,,,
-27.010111,26.698083,22-02-2011,,,,,,,,-23154.0,,,,,
-27.169444,29.233889,22-02-2011,,,,,,,,-18069.0,,,,,
-26.984722,26.632278,22-02-2011,,,,,,,,-51227.625,,,,,
-27.398611,26.614722,22-02-2011,,,,,,,,-42792.5,,,,,
-29.160278,26.573333,22-02-2011,,,,,,,,,,,,,
-33.818056,19.694722,22-02-2011,,,,,,,,-53306.5,,,,,
-25.810483,27.909552,23-02-2011,,,,,,,,-47044.375,,,,,
-29.641944,30.6875,23-02-2011,,,,,,,,-44805.5,,,,,
-34.065833,20.404167,23-02-2011,,,,,,,,-37424.5,,,,,
-33.980556,21.653333,23-02-2011,,,,,,,,-30386.0,,,,,
-22.769722,30.886944,23-02-2011,,,,,,,,-47679.5,,,,,
-27.00222,28.76528,23-02-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,23-02-2011,,,,,,,,-29605.875,,,,,
-27.389722,26.463889,23-02-2011,,,,,,,,-13354.625,,,,,
-27.398611,26.614722,23-02-2011,,,,,,,,-42792.5,,,,,
-27.671111,27.236944,23-02-2011,,,,,,,,-45396.0,,,,,
-27.356667,27.286389,23-02-2011,,,,,,,,-43377.375,,,,,
-33.897778,20.012778,23-02-2011,,,,,,,,-35743.0,,,,,
-23.763056,27.908611,24-02-2011,,,,,,,,,,,,,
-23.235722,27.717,24-02-2011,,,,,,,,-32301.25,,,,,
-28.445556,32.325,24-02-2011,,,,,,,,-11159.75,,,,,
-30.679722,26.7125,24-02-2011,,,,,,,,-15226.75,,,,,
-30.160091,27.40124,24-02-2011,,,,,,,,-41549.625,,,,,
-30.336111,27.359444,24-02-2011,,,,,,,,-16864.0,,,,,
-28.460833,21.248889,24-02-2011,,,,,,,,-26036.125,,,,,
-22.91028,29.61111,25-02-2011,,,,,,,,,,,,,
-28.760833,17.730278,27-02-2011,,,,,,,,-8867.25,,,,,
-24.183889,30.823889,01-03-2011,,,,,,,,-42571.875,,,,,
-27.398611,26.614722,01-03-2011,,,,,,,,-42792.5,,,,,
-27.671111,27.236944,01-03-2011,,,,,,,,-45396.0,,,,,
-29.160278,26.573333,01-03-2011,,,,,,,,,,,,,
-27.495556,26.074722,01-03-2011,,,,,,,,-71799.75,,,,,
-23.658056,31.05,02-03-2011,,,,,,,,-55247.625,,,,,
-26.648056,27.089444,02-03-2011,,,,,,,,-20335.625,,,,,
-27.802778,28.768333,02-03-2011,,,,,,,,-35400.375,,,,,
-24.679167,30.8025,03-03-2011,,,,,,,,-62397.75,,,,,
-27.273889,28.49,03-03-2011,,,,,,,,-26399.0,,,,,
-27.3,28.586944,03-03-2011,,,,,,,,-55934.625,,,,,
-30.679722,26.7125,03-03-2011,,,,,,,,-15226.75,,,,,
-27.02314,28.59389,04-03-2011,,,,,,,,-29605.875,,,,,
-25.99136,27.84208,07-03-2011,,,,,,,,,,,,,
-31.554722,29.245556,07-03-2011,,,,,,,,-50284.25,,,,,
-27.010111,26.698083,08-03-2011,,,,,,,,-23154.0,,,,,
-27.802778,28.768333,08-03-2011,,,,,,,,-35400.375,,,,,
-26.984722,26.632278,08-03-2011,,,,,,,,-51227.625,,,,,
-27.398611,26.614722,08-03-2011,,,,,,,,-42792.5,,,,,
-27.671111,27.236944,08-03-2011,,,,,,,,-46187.75,,,,,
-29.160278,26.573333,08-03-2011,,,,,,,,,,,,,
-31.396,29.2651,08-03-2011,,,,,,,,-14277.25,,,,,
-25.459639,28.264306,08-03-2011,,,,,,,,-58931.125,,,,,
-25.810483,27.909552,09-03-2011,,,,,,,,-48692.375,,,,,
-22.225556,29.990556,09-03-2011,,,,,,,,-6939.125,,,,,
-26.03611,30.99778,09-03-2011,,,,,,,,-38534.75,,,,,
-28.404444,30.013056,09-03-2011,,,,,,,,,,,,,
-29.380556,30.2775,09-03-2011,,,,,,,,-47448.375,,,,,
-26.648056,27.089444,09-03-2011,,,,,,,,-20335.625,,,,,
-26.970278,27.211111,09-03-2011,,,,,,,,-11451.75,,,,,
-27.273889,28.49,09-03-2011,,,,,,,,-26399.0,,,,,
-27.3,28.586944,09-03-2011,,,,,,,,-55934.625,,,,,
-27.044444,27.005,09-03-2011,,,,,,,,-48486.875,,,,,
-28.69485,28.23487,09-03-2011,,,,,,,,-40960.5,,,,,
-28.883333,27.89,09-03-2011,,,,,,,,-44166.125,,,,,
-30.568333,29.422778,09-03-2011,,,,,,,,-46380.875,,,,,
-30.570833,29.150556,09-03-2011,,,,,,,,-46353.625,,,,,
-34.329722,18.990278,09-03-2011,,,,,,,,-49969.375,,,,,
-30.830556,26.921389,10-03-2011,,,,,,,,,,,,,
-25.49037,30.6986,10-03-2011,,,,,,,,-41698.125,,,,,
-29.380556,30.2775,10-03-2011,,,,,,,,-47448.375,,,,,
-30.860139,29.07125,10-03-2011,,,,,,,,-83326.0,,,,,
-30.775867,29.032217,10-03-2011,,,,,,,,-60324.0,,,,,
-29.658056,25.973333,11-03-2011,,,,,,,,-39623.5,,,,,
-30.534167,24.961944,11-03-2011,,,,,,,,-43611.875,,,,,
-31.031389,28.883333,11-03-2011,,,,,,,,-66102.75,,,,,
-34.039722,22.133333,11-03-2011,,,,,,,,-50819.75,,,,,
-28.760833,17.730278,13-03-2011,,,,,,,,-8867.25,,,,,
-29.7775,29.470833,14-03-2011,,,,,,,,-47628.625,,,,,
-29.987778,29.851667,14-03-2011,,,,,,,,,,,,,
-29.744167,29.905833,14-03-2011,,,,,,,,-41432.25,,,,,
-26.861111,28.884722,14-03-2011,,,,,,,,-52131.0,,,,,
-26.73806,27.59194,14-03-2011,,,,,,,,-16965.25,,,,,
-26.45,28.085833,14-03-2011,,,,,,,,-71871.25,,,,,
-25.127778,27.628889,15-03-2011,,,,,,,,-22212.0,,,,,
-25.20639,27.558,15-03-2011,,,,,,,,-26404.375,,,,,
-24.69514,27.40906,15-03-2011,,,,,,,,-35492.625,,,,,
-25.73411,27.21422,15-03-2011,,,,,,,,-59370.25,,,,,
-26.006389,29.253889,15-03-2011,,,,,,,,,,,,,
-28.747778,31.745833,15-03-2011,,,,,,,,,,,,,
-30.733889,29.828333,15-03-2011,,,,,,,,-31140.125,,,,,
-27.398611,26.614722,15-03-2011,,,,,,,,-42792.5,,,,,
-27.495556,26.074722,15-03-2011,,,,,,,,-71799.75,,,,,
-24.282222,28.090278,16-03-2011,,,,,,,,-51326.25,,,,,
-30.398056,30.601944,16-03-2011,,,,,,,,-44153.625,,,,,
-30.27402,30.69602,16-03-2011,,,,,,,,-52975.25,,,,,
-26.880278,26.965,16-03-2011,,,,,,,,-52410.875,,,,,
-27.273889,28.49,16-03-2011,,,,,,,,-26399.0,,,,,
-34.031944,22.053333,16-03-2011,,,,,,,,-25579.0,,,,,
-23.763056,27.908611,17-03-2011,,,,,,,,,,,,,
-27.00222,28.76528,17-03-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,17-03-2011,,,,,,,,-29605.875,,,,,
-24.925278,29.324444,18-03-2011,,,,,,,,-53478.0,,,,,
-29.803611,30.516111,18-03-2011,,,,,,,,-46150.25,,,,,
-26.970278,27.211111,21-03-2011,,,,,,,,-11451.75,,,,,
-27.010111,26.698083,22-03-2011,,,,,,,,-23154.0,,,,,
-25.99136,27.84208,22-03-2011,,,,,,,,,,,,,
-26.861111,28.884722,22-03-2011,,,,,,,,-52131.0,,,,,
-26.45,28.085833,22-03-2011,,,,,,,,-71871.25,,,,,
-27.398611,26.614722,22-03-2011,,,,,,,,-42792.5,,,,,
-33.501667,21.624167,22-03-2011,,,,,,,,,,,,,
-33.313889,19.074722,22-03-2011,,,,,,,,-42965.0,,,,,
-28.338333,31.373611,22-03-2011,,,,,,,,-36593.5,,,,,
-29.641944,30.6875,23-03-2011,,,,,,,,-46250.25,,,,,
-28.735556,29.820556,23-03-2011,,,,,,,,-66112.5,,,,,
-26.648056,27.089444,23-03-2011,,,,,,,,-20335.625,,,,,
-27.044444,27.005,23-03-2011,,,,,,,,-48486.875,,,,,
-29.160278,26.573333,23-03-2011,,,,,,,,,,,,,
-33.13083,18.86278,23-03-2011,,,,,,,,-52188.0,,,,,
-25.459639,28.264306,23-03-2011,,,,,,,,-58931.125,,,,,
-25.810483,27.909552,24-03-2011,,,,,,,,-48692.375,,,,,
-27.602222,29.942778,24-03-2011,,,,,,,,-49997.25,,,,,
-27.3,28.586944,24-03-2011,,,,,,,,-55934.625,,,,,
-33.38056,19.30167,24-03-2011,,,,,,,,-66675.625,,,,,
-27.00222,28.76528,25-03-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,25-03-2011,,,,,,,,-29605.875,,,,,
-30.160091,27.40124,25-03-2011,,,,,,,,-37237.0,,,,,
-30.336111,27.359444,25-03-2011,,,,,,,,-17116.75,,,,,
-28.760833,17.730278,27-03-2011,,,,,,,,-8867.25,,,,,
-22.437722,31.078056,28-03-2011,,,,,,,,-43501.75,,,,,
-26.73806,27.59194,28-03-2011,,,,,,,,-16984.75,,,,,
-25.127778,27.628889,29-03-2011,,,,,,,,-62419.625,,,,,
-25.20639,27.558,29-03-2011,,,,,,,,-37615.875,,,,,
-24.69514,27.40906,29-03-2011,,,,,,,,-34446.25,,,,,
-27.169444,29.233889,29-03-2011,,,,,,,,,,,,,
-26.984722,26.632278,29-03-2011,,,,,,,,-51227.625,,,,,
-28.141944,26.417778,29-03-2011,,,,,,,,-50026.375,,,,,
-28.116667,26.725278,29-03-2011,,,,,,,,,,,,,
-27.398611,26.614722,29-03-2011,,,,,,,,-42792.5,,,,,
-29.160278,26.573333,29-03-2011,,,,,,,,,,,,,
-27.495556,26.074722,29-03-2011,,,,,,,,-71799.75,,,,,
-34.065833,20.404167,30-03-2011,,,,,,,,-37424.5,,,,,
-27.363611,31.783333,30-03-2011,,,,,,,,-87285.5,,,,,
-26.905,32.324722,30-03-2011,,,,,,,,,,,,,
-28.75,30.442778,30-03-2011,,,,,,,,-68648.5,,,,,
-29.161667,30.629722,30-03-2011,,,,,,,,-47130.0,,,,,
-26.880278,26.965,30-03-2011,,,,,,,,-52410.875,,,,,
-27.398611,26.614722,30-03-2011,,,,,,,,-42792.5,,,,,
-28.69485,28.23487,30-03-2011,,,,,,,,-40960.5,,,,,
-28.883333,27.89,30-03-2011,,,,,,,,-44166.125,,,,,
-33.818056,19.694722,30-03-2011,,,,,,,,-51951.875,,,,,
-34.075556,20.145556,30-03-2011,,,,,,,,-71685.75,,,,,
-27.00222,28.76528,31-03-2011,,,,,,,,-46263.875,,,,,
-27.02314,28.59389,31-03-2011,,,,,,,,-29605.875,,,,,
-30.679722,26.7125,31-03-2011,,,,,,,,-16438.5,,,,,
-30.534167,24.961944,31-03-2011,,,,,,,,,,,,,
-33.897778,20.012778,31-03-2011,,,,,,,,-36433.25,,,,,
-22.769722,30.886944,01-04-2011,,,,,,,,-47679.5,,,,,
-27.802778,28.768333,01-04-2011,,,,,,,,,,,,,
-27.5275,30.858056,02-04-2011,,,,,,,,-55605.25,,,,,
-25.99136,27.84208,04-04-2011,,,,,,,,,,,,,
-25.513889,31.224444,04-04-2011,,,,,,,,-44135.25,,,,,
-25.398889,31.610556,04-04-2011,,,,,,,,-54422.125,,,,,
-24.183889,30.823889,05-04-2011,,,,,,,,-42571.875,,,,,
-23.281,30.543056,05-04-2011,,,,,,,,-72820.125,,,,,
-25.362222,31.956667,05-04-2011,,,,,,,,-50750.75,,,,,
-29.380556,30.2775,05-04-2011,,,,,,,,-46279.625,,,,,
-27.398611,26.614722,05-04-2011,,,,,,,,-42792.5,,,,,
-25.459639,28.264306,05-04-2011,,,,,,,,-58931.125,,,,,
-25.810483,27.909552,06-04-2011,,,,,,,,-48692.375,,,,,
-23.658056,31.05,06-04-2011,,,,,,,,-55247.625,,,,,
-24.058889,31.237222,06-04-2011,,,,,,,,-48019.125,,,,,
-24.034167,31.123611,06-04-2011,,,,,,,,-44107.25,,,,,
-24.99328,30.81444,06-04-2011,,,,,,,,,,,,,
-25.149444,31.940556,06-04-2011,,,,,,,,-62862.375,,,,,
-27.937778,31.209444,06-04-2011,,,,,,,,-46294.0,,,,,
-28.404444,30.013056,06-04-2011,,,,,,,,-45812.625,,,,,
-26.880278,26.965,06-04-2011,,,,,,,,-52410.875,,,,,
-31.000833,26.353056,06-04-2011,,,,,,,,-41194.0,,,,,
-24.679167,30.8025,07-04-2011,,,,,,,,-62397.75,,,,,
-24.99328,30.81444,07-04-2011,,,,,,,,,,,,,
-27.02314,28.59389,07-04-2011,,,,,,,,-29605.875,,,,,
-28.760833,17.730278,10-04-2011,,,,,,,,-8709.5,,,,,
-26.73806,27.59194,10-04-2011,,,,,,,,-16984.75,,,,,
-25.49037,30.6986,11-04-2011,,,,,,,,-41698.125,,,,,
-29.987778,29.851667,11-04-2011,,,,,,,,-45474.75,,,,,
-29.744167,29.905833,11-04-2011,,,,,,,,-46858.0,,,,,
-26.861111,28.884722,11-04-2011,,,,,,,,-31054.625,,,,,
-26.970278,27.211111,11-04-2011,,,,,,,,-11451.75,,,,,
-26.45,28.085833,11-04-2011,,,,,,,,-71871.25,,,,,
-31.396,29.2651,11-04-2011,,,,,,,,-12723.0,,,,,
-31.554722,29.245556,11-04-2011,,,,,,,,,,,,,
-27.356667,27.286389,11-04-2011,,,,,,,,-47252.75,,,,,
-25.447222,30.711667,11-04-2011,,,,,,,,-44668.25,,,,,
-27.010111,26.698083,12-04-2011,,,,,,,,-23154.0,,,,,
-25.127778,27.628889,12-04-2011,,,,,,,,-62419.625,,,,,
-25.20639,27.558,12-04-2011,,,,,,,,-37615.875,,,,,
-24.69514,27.40906,12-04-2011,,,,,,,,-34446.25,,,,,
-25.73411,27.21422,12-04-2011,,,,,,,,-59370.25,,,,,
-26.006389,29.253889,12-04-2011,,,,,,,,,,,,,
-26.03611,30.99778,12-04-2011,,,,,,,,-40597.125,,,,,
-28.801278,31.955389,12-04-2011,,,,,,,,-40678.375,,,,,
-30.733889,29.828333,12-04-2011,,,,,,,,-46798.25,,,,,
