Latitude,Longitude,Sample Date,elevation,land_cover
-33.38056,19.30167,15-02-2011,438.0837097167969,30
-33.31388889,19.07472222,15-02-2011,88.55345153808594,10
-27.495556,26.074722,15-02-2011,1248.753662109375,30
-25.436111,31.982222,16-02-2011,108.72071075439453,60
-24.39619444,27.08983333,16-02-2011,873.5,20
-25.67386,31.57527,16-02-2011,270.8733825683594,10
-30.733889,29.828333,16-02-2011,623.4144897460938,30
-30.398056,30.601944,16-02-2011,61.37711715698242,10
-27.273889,28.49,16-02-2011,1484.0,10
-27.3,28.586944,16-02-2011,1510.1981201171875,30
-27.044444,27.005,16-02-2011,1308.2554931640625,30
-30.86013889,29.07125,16-02-2011,818.0,80
-30.77586667,29.03221667,16-02-2011,896.7788696289062,20
-33.13083,18.86278,16-02-2011,29.64319610595703,10
-24.925278,29.324444,17-02-2011,833.3770141601562,20
-27.00222,28.76528,17-02-2011,1488.9547119140625,60
-27.02314,28.59389,17-02-2011,1486.530517578125,80
-22.43772222,31.07805556,18-02-2011,248.20359802246094,80
-29.803611,30.516111,18-02-2011,602.4129028320312,10
-25.99136,27.84208,21-02-2011,1359.536865234375,10
-26.861111,28.884722,21-02-2011,1520.5389404296875,30
-26.73806,27.59194,21-02-2011,1404.5,80
-26.45,28.085833,21-02-2011,1470.731201171875,30
-27.01011111,26.69808333,22-02-2011,1281.6807861328125,10
-27.169444,29.233889,22-02-2011,1519.5404052734375,30
-26.98472222,26.63227778,22-02-2011,1277.647705078125,30
-27.398611,26.614722,22-02-2011,1257.28466796875,10
-29.160278,26.573333,22-02-2011,1334.7421875,50
-33.818056,19.694722,22-02-2011,167.78260803222656,10
-25.81048333,27.90955222,23-02-2011,1179.497314453125,10
-29.641944,30.6875,23-02-2011,261.5304870605469,10
-34.065833,20.404167,23-02-2011,54.5,80
-33.980556,21.653333,23-02-2011,44.925376892089844,30
-22.769722,30.886944,23-02-2011,422.0882873535156,10
-27.00222,28.76528,23-02-2011,1488.9547119140625,60
-27.02314,28.59389,23-02-2011,1486.530517578125,80
-27.38972222,26.46388889,23-02-2011,1237.5,80
-27.398611,26.614722,23-02-2011,1257.28466796875,10
-27.671111,27.236944,23-02-2011,1338.7171630859375,30
-27.356667,27.286389,23-02-2011,1357.4078369140625,30
-33.897778,20.012778,23-02-2011,129.47451782226562,10
-23.763056,27.908611,24-02-2011,874.0907592773438,20
-23.23572222,27.717,24-02-2011,784.5,20
-28.44555556,32.325,24-02-2011,7.985309600830078,40
-30.679722,26.7125,24-02-2011,1291.0,80
-30.160091,27.40124,24-02-2011,1418.4010009765625,30
-30.336111,27.359444,24-02-2011,1377.5,80
-28.460833,21.248889,24-02-2011,788.2156372070312,20
-22.91028,29.61111,25-02-2011,727.953857421875,60
-28.760833,17.730278,27-02-2011,163.0,80
-24.183889,30.823889,01-03-2011,366.16339111328125,10
-27.398611,26.614722,01-03-2011,1257.28466796875,10
-27.671111,27.236944,01-03-2011,1338.7171630859375,30
-29.160278,26.573333,01-03-2011,1334.7421875,50
-27.495556,26.074722,01-03-2011,1248.753662109375,30
-23.658056,31.05,02-03-2011,321.2477111816406,20
-26.648056,27.089444,02-03-2011,1352.767822265625,30
-27.802778,28.768333,02-03-2011,1559.447021484375,30
-24.679167,30.8025,03-03-2011,1105.8779296875,30
-27.273889,28.49,03-03-2011,1484.0,10
-27.3,28.586944,03-03-2011,1510.1981201171875,30
-30.679722,26.7125,03-03-2011,1291.0,80
-27.02314,28.59389,04-03-2011,1486.530517578125,80
-25.99136,27.84208,07-03-2011,1359.536865234375,10
-31.554722,29.245556,07-03-2011,232.40518188476562,10
-27.01011111,26.69808333,08-03-2011,1281.6807861328125,10
-27.802778,28.768333,08-03-2011,1559.447021484375,30
-26.98472222,26.63227778,08-03-2011,1277.647705078125,30
-27.398611,26.614722,08-03-2011,1257.28466796875,10
-27.671111,27.236944,08-03-2011,1338.7171630859375,30
-29.160278,26.573333,08-03-2011,1334.7421875,50
-31.396,29.2651,08-03-2011,105.0,80
-25.45963889,28.26430556,08-03-2011,1095.9090576171875,10
-25.81048333,27.90955222,09-03-2011,1179.497314453125,10
-22.225556,29.990556,09-03-2011,423.0,80
-26.03611,30.99778,09-03-2011,741.7845458984375,80
-28.404444,30.013056,09-03-2011,1082.1055908203125,30
-29.380556,30.2775,09-03-2011,1066.0950927734375,30
-26.648056,27.089444,09-03-2011,1352.767822265625,30
-26.970278,27.211111,09-03-2011,1315.0,80
-27.273889,28.49,09-03-2011,1484.0,10
-27.3,28.586944,09-03-2011,1510.1981201171875,30
-27.044444,27.005,09-03-2011,1308.2554931640625,30
-28.69485,28.23487,09-03-2011,1590.15673828125,10
-28.883333,27.89,09-03-2011,1545.1055908203125,10
-30.568333,29.422778,09-03-2011,1243.49072265625,30
-30.570833,29.150556,09-03-2011,1352.0,60
-34.329722,18.990278,09-03-2011,5.4692158699035645,10
-30.830556,26.921389,10-03-2011,1317.5,80
-25.49037,30.6986,10-03-2011,822.9190063476562,10
-29.380556,30.2775,10-03-2011,1066.0950927734375,30
-30.86013889,29.07125,10-03-2011,818.0,80
-30.77586667,29.03221667,10-03-2011,896.7788696289062,20
-29.658056,25.973333,11-03-2011,1318.5,60
-30.534167,24.961944,11-03-2011,1214.826416015625,20
-31.031389,28.883333,11-03-2011,817.5,80
-34.039722,22.133333,11-03-2011,5.23058557510376,10
-28.760833,17.730278,13-03-2011,163.0,80
-29.7775,29.470833,14-03-2011,1467.992431640625,20
-29.987778,29.851667,14-03-2011,1000.8191528320312,10
-29.744167,29.905833,14-03-2011,915.9917602539062,30
-26.861111,28.884722,14-03-2011,1520.5389404296875,30
-26.73806,27.59194,14-03-2011,1404.5,80
-26.45,28.085833,14-03-2011,1470.731201171875,30
-25.127778,27.628889,15-03-2011,951.590576171875,20
-25.20639,27.558,15-03-2011,950.8628540039062,30
-24.69514,27.40906,15-03-2011,912.1831665039062,80
-25.73411,27.21422,15-03-2011,1449.1878662109375,20
-26.006389,29.253889,15-03-2011,1513.4835205078125,10
-28.747778,31.745833,15-03-2011,50.947357177734375,10
-30.733889,29.828333,15-03-2011,623.4144897460938,30
-27.398611,26.614722,15-03-2011,1257.28466796875,10
-27.495556,26.074722,15-03-2011,1248.753662109375,30
-24.282222,28.090278,16-03-2011,1130.51953125,10
-30.398056,30.601944,16-03-2011,61.37711715698242,10
-30.27402,30.69602,16-03-2011,32.233829498291016,10
-26.880278,26.965,16-03-2011,1297.1910400390625,30
-27.273889,28.49,16-03-2011,1484.0,10
-34.031944,22.053333,16-03-2011,57.332664489746094,10
-23.763056,27.908611,17-03-2011,874.0907592773438,20
-27.00222,28.76528,17-03-2011,1488.9547119140625,60
-27.02314,28.59389,17-03-2011,1486.530517578125,80
-24.925278,29.324444,18-03-2011,833.3770141601562,20
-29.803611,30.516111,18-03-2011,602.4129028320312,10
-26.970278,27.211111,21-03-2011,1315.0,80
-27.01011111,26.69808333,22-03-2011,1281.6807861328125,10
-25.99136,27.84208,22-03-2011,1359.536865234375,10
-26.861111,28.884722,22-03-2011,1520.5389404296875,30
-26.45,28.085833,22-03-2011,1470.731201171875,30
-27.398611,26.614722,22-03-2011,1257.28466796875,10
-33.501667,21.624167,22-03-2011,235.67153930664062,10
-33.31388889,19.07472222,22-03-2011,88.55345153808594,10
-28.338333,31.373611,22-03-2011,441.0,80
-29.641944,30.6875,23-03-2011,261.5304870605469,10
-28.735556,29.820556,23-03-2011,954.9885864257812,10
-26.648056,27.089444,23-03-2011,1352.767822265625,30
-27.044444,27.005,23-03-2011,1308.2554931640625,30
-29.160278,26.573333,23-03-2011,1334.7421875,50
-33.13083,18.86278,23-03-2011,29.64319610595703,10
-25.45963889,28.26430556,23-03-2011,1095.9090576171875,10
-25.81048333,27.90955222,24-03-2011,1179.497314453125,10
-27.602222,29.942778,24-03-2011,1212.22705078125,20
-27.3,28.586944,24-03-2011,1510.1981201171875,30
-33.38056,19.30167,24-03-2011,438.0837097167969,30
-27.00222,28.76528,25-03-2011,1488.9547119140625,60
-27.02314,28.59389,25-03-2011,1486.530517578125,80
-30.160091,27.40124,25-03-2011,1418.4010009765625,30
-30.336111,27.359444,25-03-2011,1377.5,80
-28.760833,17.730278,27-03-2011,163.0,80
-22.43772222,31.07805556,28-03-2011,248.20359802246094,80
-26.73806,27.59194,28-03-2011,1404.5,80
-25.127778,27.628889,29-03-2011,951.590576171875,20
-25.20639,27.558,29-03-2011,950.8628540039062,30
-24.69514,27.40906,29-03-2011,912.1831665039062,80
-27.169444,29.233889,29-03-2011,1519.5404052734375,30
-26.98472222,26.63227778,29-03-2011,1277.647705078125,30
-28.141944,26.417778,29-03-2011,1266.67333984375,20
-28.116667,26.725278,29-03-2011,1281.810302734375,10
-27.398611,26.614722,29-03-2011,1257.28466796875,10
-29.160278,26.573333,29-03-2011,1334.7421875,50
-27.495556,26.074722,29-03-2011,1248.753662109375,30
-34.065833,20.404167,30-03-2011,54.5,80
-27.363611,31.783333,30-03-2011,161.6654815673828,10
-26.905,32.324722,30-03-2011,36.10546875,10
-28.75,30.442778,30-03-2011,538.98583984375,50
-29.161667,30.629722,30-03-2011,955.9228515625,30
-26.880278,26.965,30-03-2011,1297.1910400390625,30
-27.398611,26.614722,30-03-2011,1257.28466796875,10
-28.69485,28.23487,30-03-2011,1590.15673828125,10
-28.883333,27.89,30-03-2011,1545.1055908203125,10
-33.818056,19.694722,30-03-2011,167.78260803222656,10
-34.075556,20.145556,30-03-2011,120.59838104248047,20
-27.00222,28.76528,31-03-2011,1488.9547119140625,60
-27.02314,28.59389,31-03-2011,1486.530517578125,80
-30.679722,26.7125,31-03-2011,1291.0,80
-30.534167,24.961944,31-03-2011,1214.826416015625,20
-33.897778,20.012778,31-03-2011,129.47451782226562,10
-22.769722,30.886944,01-04-2011,422.0882873535156,10
-27.802778,28.768333,01-04-2011,1559.447021484375,30
-27.5275,30.858056,02-04-2011,956.29296875,30
-25.99136,27.84208,04-04-2011,1359.536865234375,10
-25.513889,31.224444,04-04-2011,437.56500244140625,10
-25.398889,31.610556,04-04-2011,243.46888732910156,30
-24.183889,30.823889,05-04-2011,366.16339111328125,10
-23.281,30.54305556,05-04-2011,470.0606384277344,80
-25.362222,31.956667,05-04-2011,152.08087158203125,30
-29.380556,30.2775,05-04-2011,1066.0950927734375,30
-27.398611,26.614722,05-04-2011,1257.28466796875,10
-25.45963889,28.26430556,05-04-2011,1095.9090576171875,10
-25.81048333,27.90955222,06-04-2011,1179.497314453125,10
-23.658056,31.05,06-04-2011,321.2477111816406,20
-24.058889,31.237222,06-04-2011,279.5721130371094,30
-24.034167,31.123611,06-04-2011,327.3305358886719,10
-24.99328,30.81444,06-04-2011,1217.6788330078125,30
-25.14944444,31.94055556,06-04-2011,156.06422424316406,30
-27.937778,31.209444,06-04-2011,630.9076538085938,10
-28.404444,30.013056,06-04-2011,1082.1055908203125,30
-26.880278,26.965,06-04-2011,1297.1910400390625,30
-31.000833,26.353056,06-04-2011,1372.14990234375,60
-24.679167,30.8025,07-04-2011,1105.8779296875,30
-24.99328,30.81444,07-04-2011,1217.6788330078125,30
-27.02314,28.59389,07-04-2011,1486.530517578125,80
-28.760833,17.730278,10-04-2011,163.0,80
-26.73806,27.59194,10-04-2011,1404.5,80
-25.49037,30.6986,11-04-2011,822.9190063476562,10
-29.987778,29.851667,11-04-2011,1000.8191528320312,10
-29.744167,29.905833,11-04-2011,915.9917602539062,30
-26.861111,28.884722,11-04-2011,1520.5389404296875,30
-26.970278,27.211111,11-04-2011,1315.0,80
-26.45,28.085833,11-04-2011,1470.731201171875,30
-31.396,29.2651,11-04-2011,105.0,80
-31.554722,29.245556,11-04-2011,232.40518188476562,10
-27.356667,27.286389,11-04-2011,1357.4078369140625,30
-25.447222,30.711667,11-04-2011,807.1799926757812,50
-27.01011111,26.69808333,12-04-2011,1281.6807861328125,10
-25.127778,27.628889,12-04-2011,951.590576171875,20
-25.20639,27.558,12-04-2011,950.8628540039062,30
-24.69514,27.40906,12-04-2011,912.1831665039062,80
-25.73411,27.21422,12-04-2011,1449.1878662109375,20
-26.006389,29.253889,12-04-2011,1513.4835205078125,10
-26.03611,30.99778,12-04-2011,741.7845458984375,80
-28.801278,31.955389,12-04-2011,7.797098159790039,10
-30.733889,29.828333,12-04-2011,623.4144897460938,30
-27.169444,29.233889,12-04-2011,1519.5404052734375,30
-27.802778,28.768333,12-04-2011,1559.447021484375,30
-26.98472222,26.63227778,12-04-2011,1277.647705078125,30
-27.398611,26.614722,12-04-2011,1257.28466796875,10
-29.160278,26.573333,12-04-2011,1334.7421875,50
-30.568333,29.422778,12-04-2011,1243.49072265625,30
-30.570833,29.150556,12-04-2011,1352.0,60
-33.501667,21.624167,12-04-2011,235.67153930664062,10
-27.495556,26.074722,12-04-2011,1248.753662109375,30
-25.57877778,29.12747222,12-04-2011,1158.9649658203125,30
-28.801278,31.955389,13-04-2011,7.797098159790039,10
-30.398056,30.601944,13-04-2011,61.37711715698242,10
-30.27402,30.69602,13-04-2011,32.233829498291016,10
-26.648056,27.089444,13-04-2011,1352.767822265625,30
-27.044444,27.005,13-04-2011,1308.2554931640625,30
-31.031389,28.883333,13-04-2011,817.5,80
-30.86013889,29.07125,13-04-2011,818.0,80
-24.925278,29.324444,14-04-2011,833.3770141601562,20
-27.00222,28.76528,14-04-2011,1488.9547119140625,60
-27.02314,28.59389,14-04-2011,1486.530517578125,80
-30.160091,27.40124,14-04-2011,1418.4010009765625,30
-30.336111,27.359444,14-04-2011,1377.5,80
-30.830556,26.921389,15-04-2011,1317.5,80
-27.902778,24.615556,15-04-2011,1051.1336669921875,30
-34.031944,22.053333,15-04-2011,57.332664489746094,10
-29.803611,30.516111,15-04-2011,602.4129028320312,10
-22.43772222,31.07805556,16-04-2011,248.20359802246094,80
-25.99136,27.84208,18-04-2011,1359.536865234375,10
-34.039722,22.133333,18-04-2011,5.23058557510376,10
-28.735556,29.820556,19-04-2011,954.9885864257812,10
-27.802778,28.768333,19-04-2011,1559.447021484375,30
-33.38056,19.30167,19-04-2011,438.0837097167969,30
-33.31388889,19.07472222,19-04-2011,88.55345153808594,10
-27.356667,27.286389,19-04-2011,1357.4078369140625,30
-28.068333,31.55,19-04-2011,240.43788146972656,10
-27.398611,26.614722,20-04-2011,1257.28466796875,10
-29.160278,26.573333,20-04-2011,1334.7421875,50
-30.830556,26.921389,21-04-2011,1317.5,80
-27.363611,31.783333,21-04-2011,161.6654815673828,10
-27.044444,27.005,21-04-2011,1308.2554931640625,30
-27.902778,24.615556,21-04-2011,1051.1336669921875,30
-28.760833,17.730278,25-04-2011,163.0,80
-26.861111,28.884722,25-04-2011,1520.5389404296875,30
-26.970278,27.211111,25-04-2011,1315.0,80
-26.45,28.085833,25-04-2011,1470.731201171875,30
-27.01011111,26.69808333,26-04-2011,1281.6807861328125,10
-25.127778,27.628889,26-04-2011,951.590576171875,20
-25.20639,27.558,26-04-2011,950.8628540039062,30
-24.69514,27.40906,26-04-2011,912.1831665039062,80
-27.169444,29.233889,26-04-2011,1519.5404052734375,30
-26.98472222,26.63227778,26-04-2011,1277.647705078125,30
-27.398611,26.614722,26-04-2011,1257.28466796875,10
-27.495556,26.074722,26-04-2011,1248.753662109375,30
-34.065833,20.404167,27-04-2011,54.5,80
-28.75,30.442778,27-04-2011,538.98583984375,50
-29.161667,30.629722,27-04-2011,955.9228515625,30
-26.880278,26.965,27-04-2011,1297.1910400390625,30
-33.897778,20.012778,28-04-2011,129.47451782226562,10
-25.99136,27.84208,02-05-2011,1359.536865234375,10
-29.380556,30.2775,03-05-2011,1066.0950927734375,30
-26.45,28.085833,03-05-2011,1470.731201171875,30
-27.902778,24.615556,03-05-2011,1051.1336669921875,30
-25.45963889,28.26430556,03-05-2011,1095.9090576171875,10
-25.57877778,29.12747222,03-05-2011,1158.9649658203125,30
-25.81048333,27.90955222,04-05-2011,1179.497314453125,10
-26.006389,29.253889,04-05-2011,1513.4835205078125,10
-28.404444,30.013056,04-05-2011,1082.1055908203125,30
-27.802778,28.768333,04-05-2011,1559.447021484375,30
-27.356667,27.286389,04-05-2011,1357.4078369140625,30
-27.937778,31.209444,05-05-2011,630.9076538085938,10
-27.5275,30.858056,05-05-2011,956.29296875,30
-27.3,28.586944,05-05-2011,1510.1981201171875,30
-27.398611,26.614722,05-05-2011,1257.28466796875,10
-27.00222,28.76528,06-05-2011,1488.9547119140625,60
-27.02314,28.59389,06-05-2011,1486.530517578125,80
-26.648056,27.089444,06-05-2011,1352.767822265625,30
-26.970278,27.211111,06-05-2011,1315.0,80
-28.760833,17.730278,08-05-2011,163.0,80
-29.7775,29.470833,09-05-2011,1467.992431640625,20
-29.744167,29.905833,09-05-2011,915.9917602539062,30
-26.861111,28.884722,09-05-2011,1520.5389404296875,30
-26.970278,27.211111,09-05-2011,1315.0,80
-31.104278,29.399722,09-05-2011,369.2330322265625,10
-25.127778,27.628889,10-05-2011,951.590576171875,20
-25.20639,27.558,10-05-2011,950.8628540039062,30
-24.69514,27.40906,10-05-2011,912.1831665039062,80
-24.058889,31.237222,10-05-2011,279.5721130371094,30
-24.034167,31.123611,10-05-2011,327.3305358886719,10
-28.747778,31.745833,10-05-2011,50.947357177734375,10
-30.733889,29.828333,10-05-2011,623.4144897460938,30
-26.98472222,26.63227778,10-05-2011,1277.647705078125,30
-27.398611,26.614722,10-05-2011,1257.28466796875,10
-29.160278,26.573333,10-05-2011,1334.7421875,50
-31.396,29.2651,10-05-2011,105.0,80
-33.501667,21.624167,10-05-2011,235.67153930664062,10
-32.502778,19.535833,10-05-2011,380.2056579589844,20
-31.5653,18.3306,10-05-2011,6.154484272003174,40
-27.495556,26.074722,10-05-2011,1248.753662109375,30
-24.183889,30.823889,11-05-2011,366.16339111328125,10
-28.801278,31.955389,11-05-2011,7.797098159790039,10
-30.398056,30.601944,11-05-2011,61.37711715698242,10
-30.27402,30.69602,11-05-2011,32.233829498291016,10
-27.00222,28.76528,11-05-2011,1488.9547119140625,60
-27.02314,28.59389,11-05-2011,1486.530517578125,80
-27.273889,28.49,11-05-2011,1484.0,10
-27.4275,28.525833,11-05-2011,1507.2254638671875,40
-27.044444,27.005,11-05-2011,1308.2554931640625,30
-22.225556,29.990556,24-11-2014,423.0,80
-30.568333,29.422778,11-05-2011,1243.49072265625,30
-30.570833,29.150556,11-05-2011,1352.0,60
-32.595833,19.009444,11-05-2011,155.5481719970703,10
-29.140556,31.391944,12-05-2011,22.0,10
-29.641944,30.6875,12-05-2011,261.5304870605469,10
