Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,nir,green,swir16,swir22,NDMI,MNDWI,NDVI,NDWI,NDSI_water,NDTI,Turbidity_Index,Chlorophyll_Proxy,BSI,SWIR22_NIR_ratio,SWIR16_NIR_ratio,Green_NIR_ratio,SWIR22_Green_ratio,SWIR16_Green_ratio,log_nir,log_green,log_swir16,log_swir22,nir_squared,swir22_squared,red,blue,lwir11,NDVI_red,EVI,SAVI,BSI_full,AWEI_nsh,AWEI_sh,NRI,Red_Blue_ratio,Green_Red_ratio,Turbidity_Red,pet,ppt,tmax,tmin,soil,aet,def,pdsi,q,elevation,land_cover,year,month,quarter,day_of_year,week_of_year,season,is_wet_season,months_since_start,month_sin,month_cos,day_of_year_sin,day_of_year_cos
-28.141944,26.417778,04-01-2011,94.718,227.9,132.0,14391.0,9840.0,13799.5,11265.0,0.020982245792022,-0.1674950823832984,0.1878172588832479,-0.1878172588832479,-0.0675195451314851,0.0675195451314851,1.14481707317072,0.462499999999985,0.0169082370601778,0.7827809047321188,0.9588979223125498,0.683760683760679,1.14481707317072,1.4023882113820996,9.574427775630369,9.194312610898985,9.532460102372996,9.32954461945466,207100881.0,126900225.0,,,,,,,,-50414.5,,,,,,93.8000030517578,90.9,23.8799991607666,8.779999732971191,4.800000190734863,87.70000457763672,6.099999904632568,3.819999933242798,4.5,1266.67333984375,20,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-27.398611,26.614722,04-01-2011,86.8,226.3,114.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,0.2045026686074713,-0.2045026686074713,-0.0075785089949395,0.0075785089949395,1.015272762759822,0.5141504830682002,-0.0517667231419297,0.6705230253617307,0.8264638587219179,0.6604363378556884,1.015272762759822,1.251390650922209,9.649659252840856,9.234837843576573,9.459073694289389,9.249993683852834,240730740.25,108232812.25,,,,,,,,-42792.5,,,,,,100.9000015258789,97.2,24.799999237060547,9.869999885559082,2.900000095367432,92.70000457763672,8.199999809265137,3.220000028610229,4.9,1257.28466796875,10,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-33.501667,21.624167,04-01-2011,201.0,769.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.20000457763672,16.3,24.549999237060547,9.329999923706056,0.1000000014901161,15.5,84.70000457763672,-3.0199999809265137,0.8,235.67153930664065,10,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-32.502778,19.535833,04-01-2011,10.387,73.0,10.0,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,0.1479012907630778,-0.1479012907630778,-0.1289550651422489,0.1289550651422489,1.2960927960927862,0.3471459096458993,0.0828524995899866,0.9621027587378862,1.094998017334158,0.7423100889367205,1.2960927960927862,1.4751221001220889,9.778717665580178,9.480749115757506,9.869465303921691,9.740085880594684,311628409.0,288456256.0,,,,,,,,-76023.25,,,,,,119.9000015258789,16.2,27.059999465942383,10.920000076293944,0.6000000238418579,15.40000057220459,104.5,-2.7799999713897705,0.8,380.2056579589844,20,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-25.459639,28.264306,04-01-2011,108.94,396.0,82.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,0.1688507431442321,-0.1688507431442321,-0.1168449852080872,0.1168449852080872,1.26460809993954,0.4063066693531996,0.0741171454045042,0.89924063328318,1.0857869474890671,0.7110824557633018,1.26460809993954,1.5269494257505387,9.543951376316365,9.203013596589722,9.626250737945886,9.43775479014104,194853681.0,157565256.25,,,,,,,,-58931.125,,,,,,103.5999984741211,141.9,26.399999618530277,12.039999961853027,32.5,103.5999984741211,0.0,2.059999942779541,7.1000000000000005,1095.9090576171875,10,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-27.495556,26.074722,04-01-2011,67.8,218.6,91.0,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,0.2378372783106747,-0.2378372783106747,-0.1233480176211448,0.1233480176211448,1.2814070351758675,0.6241115487346496,0.054081399523483,0.7889895470383232,1.0114843205574855,0.6157212543553974,1.2814070351758675,1.642763366381442,9.794704520076971,9.30977838418224,9.806122763467007,9.55771722230878,321753906.25,200293256.25,,,,,,,,-71799.75,,,,,,99.70000457763672,99.5,24.729999542236328,9.170000076293944,0.4000000059604645,94.5,5.200000286102295,3.259999990463257,5.0,1248.753662109375,30,2011,1,1,4,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.068614738002134,0.9976432316860064
-26.648056,27.089444,05-01-2011,211.0,532.0,62.0,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,0.3360200639972314,-0.3360200639972314,0.0078500354433038,-0.0078500354433038,0.9844222152755968,1.0121392101698237,-0.1267893859811533,0.4892416043085343,0.6708526449340998,0.4969835063825354,0.9844222152755968,1.3498489111180436,9.868456052364198,9.169310022418191,9.46927568738845,9.153611277730093,372895410.25,89255256.25,,,,,,,,-44238.25,,,,,,83.5,63.3,21.920000076293945,5.920000076293945,12.199999809265137,70.5,13.0,4.210000038146973,3.2,1352.767822265625,30,2011,1,1,5,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.0857305001556943,0.9963183634476755
-26.970278,27.211111,05-01-2011,71.5,248.4,117.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,-0.0386677956534008,0.0386677956534008,0.1760319573901455,-0.1760319573901455,0.7006340579710082,-0.0744565217391388,-0.150963061221727,0.7569974554707305,0.7776962223527033,1.0804462712859553,0.7006340579710082,0.7197916666666602,9.23200401161221,9.309370895439136,8.980612692784957,8.95364003713313,104407524.0,59830225.0,,,,,,,,-11451.75,,,,,,82.0999984741211,66.7,21.85999870300293,6.139999866485596,14.90000057220459,72.5,9.600000381469728,4.819999694824219,3.3000000000000003,1315.0,80,2011,1,1,5,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.0857305001556943,0.9963183634476755
-27.389722,26.463889,05-01-2011,82.14,255.5,74.0,11481.0,11597.0,8583.0,8196.5,0.1444377990430615,0.1493557978196226,-0.0050264320998353,0.0050264320998353,0.1717988228458829,-0.1717988228458829,0.7067776149003991,-0.0100025868759247,-0.1580254657216329,0.71391864820137,0.747582963156513,1.0101036495078737,0.7067776149003991,0.7401051996205852,9.348535870727584,9.358587948436384,9.057655284310536,9.011584508718803,131813361.0,67182612.25,,,,,,,,-13354.625,,,,,,83.20000457763672,97.4,22.809999465942383,6.980000019073486,9.699999809265137,83.20000457763672,0.0,4.799999713897705,4.9,1237.5,80,2011,1,1,5,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.0857305001556943,0.9963183634476755
-27.044444,27.005,05-01-2011,83.0,220.9,85.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,0.2748431010191562,-0.2748431010191562,-0.0103381111721519,0.0103381111721519,1.0208922083165015,0.758023819136034,-0.0626986981926362,0.5807044234578146,0.8029968137325212,0.5688205069322815,1.0208922083165015,1.4116875252321217,9.765345547353922,9.2011987140589,9.545955098183269,9.221873607789856,303404142.25,102313225.0,,,,,,,,-48486.875,,,,,,82.4000015258789,74.60000000000001,21.94999885559082,6.25,13.0,75.5999984741211,6.800000190734863,4.809999942779541,3.7,1308.2554931640625,30,2011,1,1,5,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.0857305001556943,0.9963183634476755
-30.830556,26.921389,06-01-2011,62.099,145.0,10.0,5266.5,4491.0,3672.5,3764.5,0.1783197225640432,0.1002633674281852,0.0794773251345111,-0.0794773251345111,0.0880019381018704,-0.0880019381018704,0.8382320195947264,0.1726786907147366,-0.1349559452150389,0.7148011013006605,0.6973321940567607,0.8527485046994996,0.8382320195947264,0.8177466043197325,8.569311145678345,8.410053315858335,8.208900165060331,8.233635933541406,27736022.25,14171460.25,,,,,,,,-8395.0,,,,,,57.0,54.1,14.589999198913574,-0.9399999976158142,8.0,53.10000228881836,3.900000095367432,4.409999847412109,2.7,1317.5,80,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-27.00222,28.76528,06-01-2011,34.855,114.5,150.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,0.1722400170830657,-0.1722400170830657,-0.0520163361130808,0.0520163361130808,1.1097409968011442,0.4161593230832585,0.0073131955484896,0.7836272223841388,0.9476464587583726,0.7061352375400707,1.1097409968011442,1.3420183675575137,9.526974266377731,9.179056081936416,9.473204511485324,9.283172530625851,188348176.0,115659270.25,,,,,,,,-46263.875,,,,,,70.0,26.4,17.3799991607666,-2.549999952316284,15.600000381469728,37.10000228881836,32.900001525878906,4.71999979019165,1.3,1488.9547119140625,60,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-27.02314,28.59389,06-01-2011,41.408,148.8,152.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,0.070876048462255,-0.070876048462255,0.0436808081865526,-0.0436808081865526,0.9162946988314268,0.1525653242389171,-0.0476597302739975,0.7950045689917689,0.9027022322788312,0.8676297811235293,0.9162946988314268,1.0404232910376543,9.349362910624984,9.207386012149746,9.247009756333194,9.119977931895791,132031590.25,83448225.0,,,,,,,,-29605.875,,,,,,72.4000015258789,27.0,17.869998931884766,-2.259999990463257,13.5,32.60000228881836,39.79999923706055,4.619999885559082,1.3,1486.530517578125,80,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-30.679722,26.7125,06-01-2011,55.297,138.3,44.0,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,0.1190913646233501,-0.1190913646233501,0.1586752347998014,-0.1586752347998014,0.7261092150170579,0.2703830109973335,-0.2165299331995625,0.5715671641791003,0.5794029850746225,0.7871641791044718,0.7261092150170579,0.7360637087599475,9.503084610020228,9.263786347681808,8.957381735582787,8.943767262734637,179560000.0,58660281.0,,,,,,,,-13276.25,,,,,,59.79999923706055,44.900000000000006,15.739999771118164,-0.6100000143051147,5.099999904632568,44.400001525878906,15.40000057220459,4.449999809265137,2.2,1291.0,80,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-30.160091,27.40124,06-01-2011,57.916,167.1,13.0,14158.0,10060.0,12037.5,10023.5,0.0809490179610998,-0.0894897612852128,0.1692129820794443,-0.1692129820794443,0.0018174123036323,-0.0018174123036323,0.996371769383688,0.4073558648111193,-0.0466086129778084,0.7079742901539715,0.850226020624376,0.7105523379008284,0.996371769383688,1.1965705765407435,9.55810574328497,9.21642184229205,9.395865126383883,9.212787375619234,200448964.0,100470552.25,,,,,,,,-39014.125,,,,,,57.400001525878906,53.8,14.619999885559082,-0.4399999976158142,15.90000057220459,54.0,3.400000095367432,5.839999675750732,2.7,1418.4010009765625,30,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-32.595833,19.009444,06-01-2011,8.621,63.1,19.0,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324,0.1911554642402888,-0.1911554642402888,-0.0831540423644223,0.0831540423644223,1.1813915231275287,0.472663053996502,0.0264972569338615,0.8022144100929737,0.9682294575680852,0.6790419555146652,1.1813915231275287,1.4258757499516022,9.630332779364885,9.24329147211587,9.598048758495088,9.409969616225323,231602742.25,149047472.25,,,,,,,,-54982.0,,,,,,52.70000076293945,73.2,19.279998779296875,6.420000076293945,19.100000381469727,52.70000076293945,0.0,-2.049999952316284,3.7,155.5481719970703,10,2011,1,1,6,1,summer,1,0,0.4999999999999999,0.8660254037844387,0.1028209971373604,0.9946998756145892
-25.99136,27.84208,10-01-2011,82.432,283.8,32.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,0.2256356280630193,-0.2256356280630193,-0.0424419905232544,0.0424419905232544,1.088646306757838,0.5827634541052407,-0.0183042218612362,0.6878136489278873,0.8853286101494734,0.6318063494619294,1.088646306757838,1.40126576901838,9.83266264675585,9.373521582117707,9.71087320625674,9.45844966930814,347132792.25,164224225.0,,,,,,,,-58793.125,,,,,,173.1999969482422,48.0,28.53999900817871,11.050000190734863,6.300000190734863,46.70000076293945,126.5,2.240000009536743,2.4000000000000004,1359.536865234375,10,2011,1,1,10,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1708297432253441,0.985300562686109
-26.73806,27.59194,10-01-2011,55.3,189.1,105.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,-0.0042450634020759,0.0042450634020759,0.0844029100372621,-0.0844029100372621,0.8443329333478691,-0.0084542380277189,-0.0751925087236264,0.8515319874580466,0.876065790197471,1.0085263215798337,0.8443329333478691,0.8686593214792094,9.114985191159327,9.12347443895452,8.982686665184087,8.954286157204713,82619010.25,59907600.0,,,,,,,,-18741.375,,,,,,179.40000915527344,39.5,28.34000015258789,10.179999351501465,5.300000190734863,38.5,140.90000915527344,2.129999876022339,2.0,1404.5,80,2011,1,1,10,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1708297432253441,0.985300562686109
-26.45,28.085833,10-01-2011,105.711,635.0,80.0,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,0.1731585036637093,-0.1731585036637093,-0.1396813932025194,0.1396813932025194,1.324720149253719,0.4188432835820763,0.1074778418380516,0.9336620644312892,1.1817225509533125,0.7047994740302386,1.324720149253719,1.6766791044775964,9.629774129311745,9.27995971385624,9.796737182589249,9.561138078742038,231344100.0,201668401.0,,,,,,,,-71871.25,,,,,,172.90000915527344,45.3,27.90999984741211,10.010000228881836,5.599999904632568,43.900001525878906,129.0,1.409999966621399,2.3000000000000003,1470.731201171875,30,2011,1,1,10,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1708297432253441,0.985300562686109
-30.860139,29.07125,10-01-2011,40.861,95.6,10.0,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,0.1516266192030054,-0.1516266192030054,0.0349336550060312,-0.0349336550060312,0.9324910252226124,0.3574525618909845,-0.081997731795519,0.6869418876219213,0.7865091358703065,0.7366739936804455,0.9324910252226124,1.0676488414378194,9.585964638073326,9.280379362756156,9.34583234141334,9.210490360727308,211935364.0,100010000.25,,,,,,,,-34042.875,,,,,,138.0,28.8,25.60999870300293,10.949999809265137,9.90000057220459,30.100000381469727,107.9000015258789,3.75,1.4,818.0,80,2011,1,1,10,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1708297432253441,0.985300562686109
-27.356667,27.286389,10-01-2011,64.1,164.0,151.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,0.2782271846872497,-0.2782271846872497,-0.0073385390822908,0.0073385390822908,1.0147855827413732,0.7709550118389712,-0.0827002744682817,0.5730160144992092,0.7526220399916764,0.5646670826276818,1.0147855827413732,1.3328597737437375,9.730888577890296,9.159415430790892,9.44671599205911,9.17409123930106,283198412.25,92987449.0,,,,,,,,-43377.375,,,,,,185.8000030517578,31.6,29.059999465942383,10.1899995803833,3.700000047683716,30.5,155.3000030517578,2.2799999713897705,1.6,1357.4078369140625,30,2011,1,1,10,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1708297432253441,0.985300562686109
-27.010111,26.698083,11-01-2011,66.1,203.4,131.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.0874622818909341,-0.0874622818909341,0.1002900079093061,-0.1002900079093061,0.8177025926103338,0.1916902285905861,-0.116062277319537,0.6861704266698783,0.7704588410342963,0.8391442473961408,0.8177025926103338,0.918148272391806,9.428230146341845,9.252872902694886,9.167485061669751,9.051637680780862,154591922.25,72786492.25,,,,,,,,-23154.0,,,,,,191.6999969482422,44.3,30.09000015258789,12.559999465942385,2.299999952316284,42.29999923706055,149.40000915527344,0.9099999666213988,2.2,1281.6807861328125,10,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
-25.73411,27.21422,11-01-2011,8.0,34.04,56.0,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,0.1045641271201388,-0.1045641271201388,-0.0056114524006101,0.0056114524006101,1.0112862369828255,0.2335491134252676,0.0057257407755434,0.8198183809436853,1.0117048462170255,0.8106689787350516,1.0112862369828255,1.2479876160990644,9.99492661285291,9.785041797329646,10.006562959320236,9.796264191748104,480223396.0,322759190.25,,,,,,,,-72505.625,,,,,,182.5,56.2,29.989999771118164,12.880000114440918,5.599999904632568,54.20000076293945,128.3000030517578,0.7400000095367432,2.8000000000000003,1449.1878662109375,20,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
-26.984722,26.632278,11-01-2011,128.0,196.7,158.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,0.1455002092925904,-0.1455002092925904,-0.0745098039215683,0.0745098039215683,1.161016949152531,0.3405506025276639,0.0396365975237175,0.8660746912226788,1.0240078930059122,0.745962142804935,1.161016949152531,1.3727343979621691,9.523982546097496,9.23092700558457,9.547705067380416,9.380209720830898,187224489.0,140434350.25,,,,,,,,-51227.625,,,,,,192.0,44.3,30.15999984741211,12.739999771118164,2.700000047683716,42.400001525878906,149.60000610351562,1.159999966621399,2.2,1277.647705078125,30,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
-27.398611,26.614722,11-01-2011,71.6,190.6,127.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,0.2045026686074713,-0.2045026686074713,-0.0075785089949395,0.0075785089949395,1.015272762759822,0.5141504830682002,-0.0517667231419297,0.6705230253617307,0.8264638587219179,0.6604363378556884,1.015272762759822,1.251390650922209,9.649659252840856,9.234837843576573,9.459073694289389,9.249993683852834,240730740.25,108232812.25,,,,,,,,-42792.5,,,,,,197.40000915527344,45.2,30.6299991607666,12.31999969482422,2.700000047683716,43.20000076293945,154.1999969482422,1.069999933242798,2.3000000000000003,1257.28466796875,10,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
-27.671111,27.236944,11-01-2011,75.096,275.7,71.0,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,0.1526906697638399,-0.1526906697638399,-0.0205853396581042,0.0205853396581042,1.0420360047518866,0.3604130494379844,-0.0178307555905821,0.7659703096661465,0.9083092631154638,0.7350708671995652,1.0420360047518866,1.235675774467685,9.608310798322089,9.30054663986233,9.51214721847336,9.341719450032562,221622769.0,130028409.0,,,,,,,,-45396.0,,,,,,192.1000061035156,42.2,30.029998779296875,11.679999351501465,2.900000095367432,40.5,151.60000610351562,1.2899999618530271,2.1,1338.7171630859375,30,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
-29.160278,26.573333,11-01-2011,120.27,177.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.1000061035156,29.5,29.299999237060547,9.619999885559082,2.700000047683716,28.399999618530277,170.6999969482422,1.209999918937683,1.5,1334.7421875,50,2011,1,1,11,2,summer,1,0,0.4999999999999999,0.8660254037844387,0.1877185654371987,0.9822228566828408
