Latitude,Longitude,Sample Date,year,month,quarter,day_of_year,week_of_year,season,is_wet_season,months_since_start,month_sin,month_cos,day_of_year_sin,day_of_year_cos
-26.45,28.085833,10-01-2011,2011,1,1,10,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.17082974322534417,0.985300562686109
-30.86013889,29.07125,10-01-2011,2011,1,1,10,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.17082974322534417,0.985300562686109
-27.356667,27.286389,10-01-2011,2011,1,1,10,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.17082974322534417,0.985300562686109
-27.01011111,26.69808333,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-25.73411,27.21422,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-26.98472222,26.63227778,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-27.398611,26.614722,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-27.671111,27.236944,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-29.160278,26.573333,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-34.250556,20.9925,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-25.45963889,28.26430556,11-01-2011,2011,1,1,11,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.1877185654371987,0.9822228566828407
-25.81048333,27.90955222,12-01-2011,2011,1,1,12,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.2045520661262008,0.9788556850953578
-27.273889,28.49,12-01-2011,2011,1,1,12,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.2045520661262008,0.9788556850953578
-27.4275,28.525833,12-01-2011,2011,1,1,12,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.2045520661262008,0.9788556850953578
-28.883333,27.89,12-01-2011,2011,1,1,12,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.2045520661262008,0.9788556850953578
-27.00222,28.76528,13-01-2011,2011,1,1,13,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.22132528438243257,0.9752000402445825
-27.02314,28.59389,13-01-2011,2011,1,1,13,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.22132528438243257,0.9752000402445825
-30.534167,24.961944,13-01-2011,2011,1,1,13,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.22132528438243257,0.9752000402445825
-28.460833,21.248889,13-01-2011,2011,1,1,13,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.22132528438243257,0.9752000402445825
-29.658056,25.973333,14-01-2011,2011,1,1,14,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.2380332770614856,0.9712569994658314
-28.760833,17.730278,16-01-2011,2011,1,1,16,2,summer,1,0,0.49999999999999994,0.8660254037844387,0.27123391067291003,0.9625134626077081
-25.513889,31.224444,17-01-2011,2011,1,1,17,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.287716767226167,0.9577155432887803
-26.861111,28.884722,17-01-2011,2011,1,1,17,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.287716767226167,0.9577155432887803
-31.554722,29.245556,17-01-2011,2011,1,1,17,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.287716767226167,0.9577155432887803
-28.058889,30.373611,17-01-2011,2011,1,1,17,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.287716767226167,0.9577155432887803
-25.127778,27.628889,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-25.20639,27.558,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-24.69514,27.40906,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-25.681111,31.783333,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-27.802778,28.768333,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-27.398611,26.614722,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-31.104278,29.399722,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-31.396,29.2651,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-33.38056,19.30167,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-33.31388889,19.07472222,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-27.495556,26.074722,18-01-2011,2011,1,1,18,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.30411483232751785,0.9526353808033826
-24.39619444,27.08983333,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-26.970278,27.211111,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-26.880278,26.965,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-27.273889,28.49,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-27.3,28.586944,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-27.044444,27.005,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-30.568333,29.422778,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-30.570833,29.150556,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-34.031944,22.053333,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-33.13083,18.86278,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-33.7075,18.97444444,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-25.57877778,29.12747222,19-01-2011,2011,1,1,19,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
-26.006389,29.253889,20-01-2011,2011,1,1,20,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
-27.02314,28.59389,20-01-2011,2011,1,1,20,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
-30.679722,26.7125,20-01-2011,2011,1,1,20,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
-28.460833,21.248889,20-01-2011,2011,1,1,20,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
-30.77586667,29.03221667,20-01-2011,2011,1,1,20,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
-24.925278,29.324444,21-01-2011,2011,1,1,21,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3527520865490948,0.9357168190404936
-28.460833,21.248889,21-01-2011,2011,1,1,21,3,summer,1,0,0.49999999999999994,0.8660254037844387,0.3527520865490948,0.9357168190404936
-24.679167,30.8025,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-25.99136,27.84208,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-25.49037,30.6986,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-26.970278,27.211111,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-27.671111,27.236944,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-27.356667,27.286389,24-01-2011,2011,1,1,24,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
-27.01011111,26.69808333,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-26.98472222,26.63227778,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-27.398611,26.614722,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-33.818056,19.694722,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-25.45963889,28.26430556,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-33.897778,20.012778,25-01-2011,2011,1,1,25,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
-25.81048333,27.90955222,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-34.065833,20.404167,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-24.058889,31.237222,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-26.648056,27.089444,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-26.880278,26.965,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-27.273889,28.49,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-27.044444,27.005,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-34.092222,21.295278,26-01-2011,2011,1,1,26,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
-27.02314,28.59389,27-01-2011,2011,1,1,27,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.44709379298511387,0.8944870822287956
-26.73806,27.59194,27-01-2011,2011,1,1,27,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.44709379298511387,0.8944870822287956
-28.760833,17.730278,30-01-2011,2011,1,1,30,4,summer,1,0,0.49999999999999994,0.8660254037844387,0.4925480679538643,0.8702852410301553
-26.861111,28.884722,31-01-2011,2011,1,1,31,5,summer,1,0,0.49999999999999994,0.8660254037844387,0.5074150932938455,0.8617017599480682
-26.73806,27.59194,31-01-2011,2011,1,1,31,5,summer,1,0,0.49999999999999994,0.8660254037844387,0.5074150932938455,0.8617017599480682
-25.127778,27.628889,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-24.69514,27.40906,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-27.363611,31.783333,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-27.802778,28.768333,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-29.160278,26.573333,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-34.329722,18.990278,01-02-2011,2011,2,1,32,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
-25.20639,27.558,02-02-2011,2011,2,1,33,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5366961939916004,0.8437755598231856
-23.281,30.54305556,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-28.801278,31.955389,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-27.00222,28.76528,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-27.02314,28.59389,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-27.3,28.586944,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-30.679722,26.7125,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-28.460833,21.248889,03-02-2011,2011,2,1,34,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
-28.460833,21.248889,04-02-2011,2011,2,1,35,5,summer,1,1,0.8660254037844386,0.5000000000000001,0.5653446739747429,0.8248547748594244
-29.140556,31.391944,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-25.99136,27.84208,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-24.058889,31.237222,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-26.73806,27.59194,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-30.86013889,29.07125,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-27.356667,27.286389,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-28.058889,30.373611,07-02-2011,2011,2,1,38,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
-27.01011111,26.69808333,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-27.169444,29.233889,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-26.98472222,26.63227778,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-27.398611,26.614722,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-27.573056,24.746389,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-33.501667,21.624167,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-32.502778,19.535833,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-25.45963889,28.26430556,08-02-2011,2011,2,1,39,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
-26.970278,27.211111,09-02-2011,2011,2,1,40,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6339784927628866,0.7733506777097299
-27.273889,28.49,09-02-2011,2011,2,1,40,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6339784927628866,0.7733506777097299
-28.69485,28.23487,09-02-2011,2011,2,1,40,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6339784927628866,0.7733506777097299
-28.883333,27.89,09-02-2011,2011,2,1,40,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6339784927628866,0.7733506777097299
-27.02314,28.59389,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-30.679722,26.7125,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-30.534167,24.961944,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-34.031944,22.053333,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-34.039722,22.133333,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-32.595833,19.009444,10-02-2011,2011,2,1,41,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
-28.801278,31.955389,11-02-2011,2011,2,1,42,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6601521206712317,0.7511319308705199
-29.658056,25.973333,11-02-2011,2011,2,1,42,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6601521206712317,0.7511319308705199
-28.068333,31.55,11-02-2011,2011,2,1,42,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6601521206712317,0.7511319308705199
-28.760833,17.730278,13-02-2011,2011,2,1,44,6,summer,1,1,0.8660254037844386,0.5000000000000001,0.6855476064742154,0.7280278011569848
-29.7775,29.470833,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-29.987778,29.851667,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-29.744167,29.905833,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-26.861111,28.884722,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-26.45,28.085833,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-31.396,29.2651,14-02-2011,2011,2,1,45,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
-25.20639,27.558,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-24.69514,27.40906,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-26.006389,29.253889,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-27.802778,28.768333,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-27.398611,26.614722,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-27.671111,27.236944,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-29.160278,26.573333,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-30.568333,29.422778,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-30.570833,29.150556,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-33.38056,19.30167,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-33.31388889,19.07472222,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-27.495556,26.074722,15-02-2011,2011,2,1,46,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
-25.436111,31.982222,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-24.39619444,27.08983333,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-25.67386,31.57527,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-30.733889,29.828333,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-30.398056,30.601944,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-27.273889,28.49,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-27.3,28.586944,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-27.044444,27.005,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-30.86013889,29.07125,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-30.77586667,29.03221667,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-33.13083,18.86278,16-02-2011,2011,2,1,47,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
-24.925278,29.324444,17-02-2011,2011,2,1,48,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.733885366432199,0.6792733388972931
-27.00222,28.76528,17-02-2011,2011,2,1,48,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.733885366432199,0.6792733388972931
-27.02314,28.59389,17-02-2011,2011,2,1,48,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.733885366432199,0.6792733388972931
-22.43772222,31.07805556,18-02-2011,2011,2,1,49,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7454378568683001,0.6665751282095632
-29.803611,30.516111,18-02-2011,2011,2,1,49,7,summer,1,1,0.8660254037844386,0.5000000000000001,0.7454378568683001,0.6665751282095632
-25.99136,27.84208,21-02-2011,2011,2,1,52,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7787639308347607,0.6273170968742937
-26.861111,28.884722,21-02-2011,2011,2,1,52,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7787639308347607,0.6273170968742937
-26.73806,27.59194,21-02-2011,2011,2,1,52,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7787639308347607,0.6273170968742937
-26.45,28.085833,21-02-2011,2011,2,1,52,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7787639308347607,0.6273170968742937
-27.01011111,26.69808333,22-02-2011,2011,2,1,53,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7894179103280197,0.613856141822612
-27.169444,29.233889,22-02-2011,2011,2,1,53,8,summer,1,1,0.8660254037844386,0.5000000000000001,0.7894179103280197,0.613856141822612
